"Step","ruby-20231106_104248 - train_loss","ruby-20231106_104248 - train_loss__MIN","ruby-20231106_104248 - train_loss__MAX","php-20231102_160100 - train_loss","php-20231102_160100 - train_loss__MIN","php-20231102_160100 - train_loss__MAX","java-20231101_090754 - train_loss","java-20231101_090754 - train_loss__MIN","java-20231101_090754 - train_loss__MAX","go-20231031_120958 - train_loss","go-20231031_120958 - train_loss__MIN","go-20231031_120958 - train_loss__MAX","javascript-20231029_122314 - train_loss","javascript-20231029_122314 - train_loss__MIN","javascript-20231029_122314 - train_loss__MAX","python-20231028_204326 - train_loss","python-20231028_204326 - train_loss__MIN","python-20231028_204326 - train_loss__MAX"
"4590","2.7958","2.7958","2.7958","3.1267","3.1267","3.1267","3.2345","3.2345","3.2345","","","","2.3055","2.3055","2.3055","2.4336","2.4336","2.4336"
"4600","2.7953","2.7953","2.7953","3.1249","3.1249","3.1249","3.2328","3.2328","3.2328","","","","2.3051","2.3051","2.3051","2.4332","2.4332","2.4332"
"4610","2.7947","2.7947","2.7947","3.1232","3.1232","3.1232","3.231","3.231","3.231","","","","2.3049","2.3049","2.3049","2.4328","2.4328","2.4328"
"4620","2.7941","2.7941","2.7941","3.1214","3.1214","3.1214","3.2291","3.2291","3.2291","","","","2.304","2.304","2.304","2.4326","2.4326","2.4326"
"4630","2.7938","2.7938","2.7938","3.1197","3.1197","3.1197","3.2275","3.2275","3.2275","","","","2.3036","2.3036","2.3036","2.4322","2.4322","2.4322"
"4640","2.7932","2.7932","2.7932","3.1178","3.1178","3.1178","3.2256","3.2256","3.2256","","","","2.3032","2.3032","2.3032","2.4318","2.4318","2.4318"
"4650","2.7928","2.7928","2.7928","3.116","3.116","3.116","3.2236","3.2236","3.2236","","","","2.3027","2.3027","2.3027","2.4311","2.4311","2.4311"
"4660","2.7924","2.7924","2.7924","3.1143","3.1143","3.1143","3.2219","3.2219","3.2219","","","","2.3019","2.3019","2.3019","2.4304","2.4304","2.4304"
"4670","2.7916","2.7916","2.7916","3.1125","3.1125","3.1125","3.2201","3.2201","3.2201","","","","2.3011","2.3011","2.3011","2.4302","2.4302","2.4302"
"4680","2.7912","2.7912","2.7912","3.1107","3.1107","3.1107","3.2184","3.2184","3.2184","","","","2.3005","2.3005","2.3005","2.43","2.43","2.43"
"4690","2.7906","2.7906","2.7906","3.1091","3.1091","3.1091","3.2166","3.2166","3.2166","","","","2.3001","2.3001","2.3001","2.4295","2.4295","2.4295"
"4700","2.7901","2.7901","2.7901","3.1074","3.1074","3.1074","3.2148","3.2148","3.2148","","","","2.2992","2.2992","2.2992","2.4289","2.4289","2.4289"
"4710","2.7896","2.7896","2.7896","3.1056","3.1056","3.1056","3.2131","3.2131","3.2131","","","","2.2986","2.2986","2.2986","2.4282","2.4282","2.4282"
"4720","2.7889","2.7889","2.7889","3.1039","3.1039","3.1039","3.2114","3.2114","3.2114","","","","2.2983","2.2983","2.2983","2.4279","2.4279","2.4279"
"4730","2.7887","2.7887","2.7887","3.1021","3.1021","3.1021","3.2097","3.2097","3.2097","","","","2.2976","2.2976","2.2976","2.4273","2.4273","2.4273"
"4740","2.7881","2.7881","2.7881","3.1004","3.1004","3.1004","3.2079","3.2079","3.2079","","","","2.297","2.297","2.297","2.4268","2.4268","2.4268"
"4750","2.7873","2.7873","2.7873","3.0989","3.0989","3.0989","3.2062","3.2062","3.2062","","","","2.2966","2.2966","2.2966","2.4264","2.4264","2.4264"
"4760","2.7868","2.7868","2.7868","3.0972","3.0972","3.0972","3.2045","3.2045","3.2045","","","","2.2962","2.2962","2.2962","2.4258","2.4258","2.4258"
"4770","2.7863","2.7863","2.7863","3.0955","3.0955","3.0955","3.2028","3.2028","3.2028","","","","2.2958","2.2958","2.2958","2.4254","2.4254","2.4254"
"4780","2.7862","2.7862","2.7862","3.0938","3.0938","3.0938","3.2011","3.2011","3.2011","","","","2.2955","2.2955","2.2955","2.4249","2.4249","2.4249"
"4790","2.7859","2.7859","2.7859","3.092","3.092","3.092","3.1994","3.1994","3.1994","","","","2.2948","2.2948","2.2948","2.4242","2.4242","2.4242"
"4800","2.7856","2.7856","2.7856","3.0904","3.0904","3.0904","3.1977","3.1977","3.1977","","","","2.2945","2.2945","2.2945","2.4235","2.4235","2.4235"
"4810","2.7849","2.7849","2.7849","3.0887","3.0887","3.0887","3.196","3.196","3.196","","","","2.2939","2.2939","2.2939","2.4231","2.4231","2.4231"
"4820","2.7841","2.7841","2.7841","2.2968","2.2968","2.2968","3.1943","3.1943","3.1943","","","","2.2933","2.2933","2.2933","2.4227","2.4227","2.4227"
"4830","2.7837","2.7837","2.7837","2.2965","2.2965","2.2965","3.1925","3.1925","3.1925","","","","2.2931","2.2931","2.2931","2.4223","2.4223","2.4223"
"4840","2.7833","2.7833","2.7833","2.26","2.26","2.26","3.1908","3.1908","3.1908","","","","2.2924","2.2924","2.2924","2.422","2.422","2.422"
"4850","2.7828","2.7828","2.7828","2.221","2.221","2.221","3.189","3.189","3.189","","","","2.2919","2.2919","2.2919","2.4215","2.4215","2.4215"
"4860","2.7823","2.7823","2.7823","2.2267","2.2267","2.2267","3.1872","3.1872","3.1872","","","","2.2911","2.2911","2.2911","2.421","2.421","2.421"
"4870","2.7815","2.7815","2.7815","2.2273","2.2273","2.2273","3.1856","3.1856","3.1856","","","","2.2904","2.2904","2.2904","2.4204","2.4204","2.4204"
"4880","2.7813","2.7813","2.7813","2.2186","2.2186","2.2186","3.1839","3.1839","3.1839","","","","2.29","2.29","2.29","2.42","2.42","2.42"
"4890","2.7808","2.7808","2.7808","2.2167","2.2167","2.2167","3.1822","3.1822","3.1822","","","","2.2897","2.2897","2.2897","2.4194","2.4194","2.4194"
"4900","2.7805","2.7805","2.7805","2.2208","2.2208","2.2208","3.1806","3.1806","3.1806","","","","2.2894","2.2894","2.2894","2.4191","2.4191","2.4191"
"4910","2.7801","2.7801","2.7801","2.2223","2.2223","2.2223","3.1788","3.1788","3.1788","","","","2.2891","2.2891","2.2891","2.4186","2.4186","2.4186"
"4920","2.7799","2.7799","2.7799","2.2216","2.2216","2.2216","3.1775","3.1775","3.1775","","","","2.2886","2.2886","2.2886","2.4179","2.4179","2.4179"
"4930","2.7791","2.7791","2.7791","2.2206","2.2206","2.2206","3.1759","3.1759","3.1759","","","","2.2881","2.2881","2.2881","2.4174","2.4174","2.4174"
"4940","2.7787","2.7787","2.7787","2.2147","2.2147","2.2147","3.1743","3.1743","3.1743","","","","2.2879","2.2879","2.2879","2.4169","2.4169","2.4169"
"4950","2.7782","2.7782","2.7782","2.2164","2.2164","2.2164","3.1727","3.1727","3.1727","","","","2.2876","2.2876","2.2876","2.4162","2.4162","2.4162"
"4960","2.7773","2.7773","2.7773","2.2226","2.2226","2.2226","3.1711","3.1711","3.1711","","","","2.2872","2.2872","2.2872","2.4155","2.4155","2.4155"
"4970","2.7769","2.7769","2.7769","2.2189","2.2189","2.2189","3.1693","3.1693","3.1693","","","","2.2867","2.2867","2.2867","2.4148","2.4148","2.4148"
"4980","2.7762","2.7762","2.7762","2.2202","2.2202","2.2202","3.1678","3.1678","3.1678","","","","2.2863","2.2863","2.2863","2.4144","2.4144","2.4144"
"4990","2.7761","2.7761","2.7761","2.2199","2.2199","2.2199","3.1664","3.1664","3.1664","","","","2.2858","2.2858","2.2858","2.4146","2.4146","2.4146"
"5000","2.7756","2.7756","2.7756","2.2185","2.2185","2.2185","3.1646","3.1646","3.1646","","","","2.2852","2.2852","2.2852","2.4141","2.4141","2.4141"
"5010","2.7751","2.7751","2.7751","2.2169","2.2169","2.2169","3.163","3.163","3.163","","","","2.2848","2.2848","2.2848","2.4133","2.4133","2.4133"
"5020","2.7746","2.7746","2.7746","2.2174","2.2174","2.2174","3.1615","3.1615","3.1615","","","","2.284","2.284","2.284","2.4128","2.4128","2.4128"
"5030","2.7741","2.7741","2.7741","2.2185","2.2185","2.2185","3.1598","3.1598","3.1598","","","","2.2837","2.2837","2.2837","2.4124","2.4124","2.4124"
"5040","2.7736","2.7736","2.7736","2.217","2.217","2.217","3.1583","3.1583","3.1583","","","","2.2833","2.2833","2.2833","2.4119","2.4119","2.4119"
"5050","2.773","2.773","2.773","2.2169","2.2169","2.2169","3.1568","3.1568","3.1568","","","","2.2827","2.2827","2.2827","2.4112","2.4112","2.4112"
"5060","2.7724","2.7724","2.7724","2.2176","2.2176","2.2176","3.155","3.155","3.155","","","","2.2824","2.2824","2.2824","2.4107","2.4107","2.4107"
"5070","2.772","2.772","2.772","2.2171","2.2171","2.2171","3.1534","3.1534","3.1534","","","","2.2816","2.2816","2.2816","2.4104","2.4104","2.4104"
"5080","2.7716","2.7716","2.7716","2.217","2.217","2.217","3.1518","3.1518","3.1518","","","","2.2811","2.2811","2.2811","2.4099","2.4099","2.4099"
"5090","2.7712","2.7712","2.7712","2.2176","2.2176","2.2176","3.1505","3.1505","3.1505","","","","2.2807","2.2807","2.2807","2.4093","2.4093","2.4093"
"5100","2.7709","2.7709","2.7709","2.2179","2.2179","2.2179","3.1489","3.1489","3.1489","","","","2.2802","2.2802","2.2802","2.4091","2.4091","2.4091"
"5110","2.7706","2.7706","2.7706","2.2177","2.2177","2.2177","3.1473","3.1473","3.1473","","","","2.2797","2.2797","2.2797","2.4088","2.4088","2.4088"
"5120","2.77","2.77","2.77","2.2184","2.2184","2.2184","3.1456","3.1456","3.1456","","","","2.2793","2.2793","2.2793","2.4085","2.4085","2.4085"
"5130","2.7697","2.7697","2.7697","2.2184","2.2184","2.2184","3.1441","3.1441","3.1441","","","","2.2787","2.2787","2.2787","2.408","2.408","2.408"
"5140","2.7691","2.7691","2.7691","2.2177","2.2177","2.2177","3.1424","3.1424","3.1424","","","","2.2779","2.2779","2.2779","2.4077","2.4077","2.4077"
"5150","2.7688","2.7688","2.7688","2.2186","2.2186","2.2186","3.141","3.141","3.141","","","","2.2776","2.2776","2.2776","2.4073","2.4073","2.4073"
"5160","2.7681","2.7681","2.7681","2.2189","2.2189","2.2189","3.1397","3.1397","3.1397","","","","2.2771","2.2771","2.2771","2.4066","2.4066","2.4066"
"5170","2.7675","2.7675","2.7675","2.2174","2.2174","2.2174","3.138","3.138","3.138","","","","2.2768","2.2768","2.2768","2.406","2.406","2.406"
"5180","2.767","2.767","2.767","2.2174","2.2174","2.2174","3.1365","3.1365","3.1365","","","","2.2763","2.2763","2.2763","2.4053","2.4053","2.4053"
"5190","2.7667","2.7667","2.7667","2.2197","2.2197","2.2197","3.1348","3.1348","3.1348","","","","2.2759","2.2759","2.2759","2.4047","2.4047","2.4047"
"5200","2.7662","2.7662","2.7662","2.2197","2.2197","2.2197","3.1332","3.1332","3.1332","","","","2.0424","2.0424","2.0424","2.4044","2.4044","2.4044"
"5210","2.7658","2.7658","2.7658","2.2182","2.2182","2.2182","3.1316","3.1316","3.1316","","","","2.1185","2.1185","2.1185","2.4038","2.4038","2.4038"
"5220","2.7655","2.7655","2.7655","2.2171","2.2171","2.2171","3.13","3.13","3.13","","","","2.1198","2.1198","2.1198","2.4031","2.4031","2.4031"
"5230","2.7651","2.7651","2.7651","2.2175","2.2175","2.2175","3.1286","3.1286","3.1286","","","","2.104","2.104","2.104","2.4026","2.4026","2.4026"
"5240","2.7643","2.7643","2.7643","2.2146","2.2146","2.2146","3.1271","3.1271","3.1271","","","","2.0745","2.0745","2.0745","2.402","2.402","2.402"
"5250","2.7639","2.7639","2.7639","2.214","2.214","2.214","3.1256","3.1256","3.1256","","","","2.0728","2.0728","2.0728","2.4017","2.4017","2.4017"
"5260","2.7633","2.7633","2.7633","2.2155","2.2155","2.2155","3.1241","3.1241","3.1241","","","","2.0826","2.0826","2.0826","2.4012","2.4012","2.4012"
"5270","2.7629","2.7629","2.7629","2.2153","2.2153","2.2153","3.1225","3.1225","3.1225","","","","2.0736","2.0736","2.0736","2.401","2.401","2.401"
"5280","2.7622","2.7622","2.7622","2.2151","2.2151","2.2151","3.121","3.121","3.121","","","","2.078","2.078","2.078","2.4004","2.4004","2.4004"
"5290","2.7617","2.7617","2.7617","2.2144","2.2144","2.2144","3.1194","3.1194","3.1194","","","","2.0821","2.0821","2.0821","2.3998","2.3998","2.3998"
"5300","2.7615","2.7615","2.7615","2.2143","2.2143","2.2143","3.1178","3.1178","3.1178","","","","2.0815","2.0815","2.0815","2.3994","2.3994","2.3994"
"5310","2.7612","2.7612","2.7612","2.2136","2.2136","2.2136","3.1163","3.1163","3.1163","","","","2.0813","2.0813","2.0813","2.3988","2.3988","2.3988"
"5320","2.7608","2.7608","2.7608","2.2126","2.2126","2.2126","3.1147","3.1147","3.1147","","","","2.0824","2.0824","2.0824","2.3981","2.3981","2.3981"
"5330","2.7603","2.7603","2.7603","2.2115","2.2115","2.2115","3.1132","3.1132","3.1132","","","","2.0853","2.0853","2.0853","2.3978","2.3978","2.3978"
"5340","2.7599","2.7599","2.7599","2.2117","2.2117","2.2117","3.1118","3.1118","3.1118","","","","2.0864","2.0864","2.0864","2.3974","2.3974","2.3974"
"5350","2.7593","2.7593","2.7593","2.2102","2.2102","2.2102","3.1103","3.1103","3.1103","","","","2.0884","2.0884","2.0884","2.397","2.397","2.397"
"5360","2.7588","2.7588","2.7588","2.2094","2.2094","2.2094","3.1087","3.1087","3.1087","","","","2.0879","2.0879","2.0879","2.3965","2.3965","2.3965"
"5370","2.7584","2.7584","2.7584","2.2086","2.2086","2.2086","3.1071","3.1071","3.1071","","","","2.0878","2.0878","2.0878","2.3961","2.3961","2.3961"
"5380","2.7582","2.7582","2.7582","2.2075","2.2075","2.2075","3.1056","3.1056","3.1056","","","","2.0912","2.0912","2.0912","2.3961","2.3961","2.3961"
"5390","2.7578","2.7578","2.7578","2.2066","2.2066","2.2066","3.104","3.104","3.104","","","","2.0914","2.0914","2.0914","2.3957","2.3957","2.3957"
"5400","2.7578","2.7578","2.7578","2.206","2.206","2.206","3.1026","3.1026","3.1026","","","","2.0889","2.0889","2.0889","2.3953","2.3953","2.3953"
"5410","2.7572","2.7572","2.7572","2.2046","2.2046","2.2046","3.1011","3.1011","3.1011","","","","2.0858","2.0858","2.0858","2.3948","2.3948","2.3948"
"5420","2.7567","2.7567","2.7567","2.2043","2.2043","2.2043","3.0995","3.0995","3.0995","","","","2.0857","2.0857","2.0857","2.3943","2.3943","2.3943"
"5430","2.7563","2.7563","2.7563","2.2029","2.2029","2.2029","3.098","3.098","3.098","","","","2.0842","2.0842","2.0842","2.394","2.394","2.394"
"5440","2.7562","2.7562","2.7562","2.2021","2.2021","2.2021","3.0965","3.0965","3.0965","","","","2.084","2.084","2.084","2.3934","2.3934","2.3934"
"5450","2.7558","2.7558","2.7558","2.2023","2.2023","2.2023","3.095","3.095","3.095","","","","2.0827","2.0827","2.0827","2.3928","2.3928","2.3928"
"5460","2.7553","2.7553","2.7553","2.2017","2.2017","2.2017","3.0935","3.0935","3.0935","","","","2.0798","2.0798","2.0798","2.3922","2.3922","2.3922"
"5470","2.7544","2.7544","2.7544","2.2012","2.2012","2.2012","3.0921","3.0921","3.0921","","","","2.0794","2.0794","2.0794","2.3915","2.3915","2.3915"
"5480","2.7541","2.7541","2.7541","2.2004","2.2004","2.2004","3.0907","3.0907","3.0907","","","","2.0789","2.0789","2.0789","2.3911","2.3911","2.3911"
"5490","2.7536","2.7536","2.7536","2.1997","2.1997","2.1997","3.0894","3.0894","3.0894","","","","2.078","2.078","2.078","2.3907","2.3907","2.3907"
"5500","2.753","2.753","2.753","2.1994","2.1994","2.1994","3.0879","3.0879","3.0879","","","","2.0794","2.0794","2.0794","2.3905","2.3905","2.3905"
"5510","2.7526","2.7526","2.7526","2.1987","2.1987","2.1987","3.0865","3.0865","3.0865","","","","2.0787","2.0787","2.0787","2.3901","2.3901","2.3901"
"5520","2.7522","2.7522","2.7522","2.1986","2.1986","2.1986","3.0851","3.0851","3.0851","","","","2.0797","2.0797","2.0797","2.3898","2.3898","2.3898"
"5530","2.752","2.752","2.752","2.1985","2.1985","2.1985","3.0836","3.0836","3.0836","","","","2.0793","2.0793","2.0793","2.3894","2.3894","2.3894"
"5540","2.7516","2.7516","2.7516","2.1975","2.1975","2.1975","3.0821","3.0821","3.0821","","","","2.0798","2.0798","2.0798","2.389","2.389","2.389"
"5550","2.7512","2.7512","2.7512","2.198","2.198","2.198","3.0808","3.0808","3.0808","","","","2.0789","2.0789","2.0789","2.3886","2.3886","2.3886"
"5560","2.7508","2.7508","2.7508","2.1979","2.1979","2.1979","3.0794","3.0794","3.0794","","","","2.0795","2.0795","2.0795","2.3883","2.3883","2.3883"
"5570","2.7507","2.7507","2.7507","2.1978","2.1978","2.1978","3.078","3.078","3.078","","","","2.0781","2.0781","2.0781","2.3879","2.3879","2.3879"
"5580","2.7504","2.7504","2.7504","2.1973","2.1973","2.1973","3.0765","3.0765","3.0765","","","","2.0768","2.0768","2.0768","2.3876","2.3876","2.3876"
"5590","2.75","2.75","2.75","2.1964","2.1964","2.1964","3.0751","3.0751","3.0751","","","","2.0756","2.0756","2.0756","2.3869","2.3869","2.3869"
"5600","2.7496","2.7496","2.7496","2.1968","2.1968","2.1968","3.0736","3.0736","3.0736","","","","2.0755","2.0755","2.0755","2.3863","2.3863","2.3863"
"5610","2.7491","2.7491","2.7491","2.1957","2.1957","2.1957","3.0721","3.0721","3.0721","","","","2.0751","2.0751","2.0751","2.3858","2.3858","2.3858"
"5620","2.7487","2.7487","2.7487","2.1956","2.1956","2.1956","3.0708","3.0708","3.0708","","","","2.0751","2.0751","2.0751","2.3853","2.3853","2.3853"
"5630","2.7483","2.7483","2.7483","2.1953","2.1953","2.1953","3.0695","3.0695","3.0695","","","","2.0757","2.0757","2.0757","2.3849","2.3849","2.3849"
"5640","2.7477","2.7477","2.7477","2.1957","2.1957","2.1957","3.0683","3.0683","3.0683","","","","2.0746","2.0746","2.0746","2.3845","2.3845","2.3845"
"5650","2.7474","2.7474","2.7474","2.1958","2.1958","2.1958","3.0668","3.0668","3.0668","","","","2.0749","2.0749","2.0749","2.3837","2.3837","2.3837"
"5660","2.7469","2.7469","2.7469","2.1946","2.1946","2.1946","3.0654","3.0654","3.0654","","","","2.0758","2.0758","2.0758","2.3833","2.3833","2.3833"
"5670","2.7466","2.7466","2.7466","2.1945","2.1945","2.1945","3.0642","3.0642","3.0642","","","","2.0752","2.0752","2.0752","2.3827","2.3827","2.3827"
"5680","2.7462","2.7462","2.7462","2.1937","2.1937","2.1937","3.063","3.063","3.063","","","","2.0758","2.0758","2.0758","2.382","2.382","2.382"
"5690","2.7456","2.7456","2.7456","2.1931","2.1931","2.1931","3.0615","3.0615","3.0615","","","","2.0774","2.0774","2.0774","2.3816","2.3816","2.3816"
"5700","2.7452","2.7452","2.7452","2.1928","2.1928","2.1928","3.0598","3.0598","3.0598","","","","2.077","2.077","2.077","2.3811","2.3811","2.3811"
"5710","2.7449","2.7449","2.7449","2.1931","2.1931","2.1931","3.0584","3.0584","3.0584","","","","2.0768","2.0768","2.0768","2.3803","2.3803","2.3803"
"5720","2.7444","2.7444","2.7444","2.1933","2.1933","2.1933","3.0569","3.0569","3.0569","","","","2.0742","2.0742","2.0742","2.3799","2.3799","2.3799"
"5730","2.7437","2.7437","2.7437","2.1925","2.1925","2.1925","3.0555","3.0555","3.0555","","","","2.0741","2.0741","2.0741","2.3793","2.3793","2.3793"
"5740","2.7433","2.7433","2.7433","2.1912","2.1912","2.1912","3.0542","3.0542","3.0542","","","","2.0726","2.0726","2.0726","2.3788","2.3788","2.3788"
"5750","2.743","2.743","2.743","2.1913","2.1913","2.1913","3.0528","3.0528","3.0528","","","","2.0718","2.0718","2.0718","2.3783","2.3783","2.3783"
"5760","2.7424","2.7424","2.7424","2.1908","2.1908","2.1908","3.0514","3.0514","3.0514","","","","2.0703","2.0703","2.0703","2.2265","2.2265","2.2265"
"5770","2.7419","2.7419","2.7419","2.1908","2.1908","2.1908","3.0501","3.0501","3.0501","","","","2.0702","2.0702","2.0702","2.1877","2.1877","2.1877"
"5780","2.7416","2.7416","2.7416","2.1899","2.1899","2.1899","3.0488","3.0488","3.0488","","","","2.0693","2.0693","2.0693","2.1922","2.1922","2.1922"
"5790","2.741","2.741","2.741","2.1888","2.1888","2.1888","3.0475","3.0475","3.0475","","","","2.0684","2.0684","2.0684","2.1888","2.1888","2.1888"
"5800","2.7404","2.7404","2.7404","2.1886","2.1886","2.1886","3.0459","3.0459","3.0459","","","","2.0692","2.0692","2.0692","2.2025","2.2025","2.2025"
"5810","2.7402","2.7402","2.7402","2.1881","2.1881","2.1881","3.0446","3.0446","3.0446","","","","2.0698","2.0698","2.0698","2.204","2.204","2.204"
"5820","2.7397","2.7397","2.7397","2.1876","2.1876","2.1876","3.0431","3.0431","3.0431","","","","2.0692","2.0692","2.0692","2.1985","2.1985","2.1985"
"5830","2.5728","2.5728","2.5728","2.1872","2.1872","2.1872","3.0418","3.0418","3.0418","","","","2.0689","2.0689","2.0689","2.1908","2.1908","2.1908"
"5840","2.5828","2.5828","2.5828","2.1861","2.1861","2.1861","3.0405","3.0405","3.0405","","","","2.0687","2.0687","2.0687","2.18","2.18","2.18"
"5850","2.5615","2.5615","2.5615","2.1852","2.1852","2.1852","3.0392","3.0392","3.0392","","","","2.0683","2.0683","2.0683","2.1795","2.1795","2.1795"
"5860","2.5563","2.5563","2.5563","2.1843","2.1843","2.1843","3.0379","3.0379","3.0379","","","","2.0683","2.0683","2.0683","2.1785","2.1785","2.1785"
"5870","2.5518","2.5518","2.5518","2.1836","2.1836","2.1836","3.0365","3.0365","3.0365","","","","2.0677","2.0677","2.0677","2.1786","2.1786","2.1786"
"5880","2.5528","2.5528","2.5528","2.1828","2.1828","2.1828","3.0351","3.0351","3.0351","","","","2.0674","2.0674","2.0674","2.1778","2.1778","2.1778"
"5890","2.5492","2.5492","2.5492","2.1826","2.1826","2.1826","3.0338","3.0338","3.0338","","","","2.0668","2.0668","2.0668","2.1724","2.1724","2.1724"
"5900","2.5447","2.5447","2.5447","2.183","2.183","2.183","3.0326","3.0326","3.0326","","","","2.0663","2.0663","2.0663","2.1719","2.1719","2.1719"
"5910","2.5476","2.5476","2.5476","2.1831","2.1831","2.1831","3.0313","3.0313","3.0313","","","","2.0662","2.0662","2.0662","2.1739","2.1739","2.1739"
"5920","2.5484","2.5484","2.5484","2.183","2.183","2.183","3.03","3.03","3.03","","","","2.0662","2.0662","2.0662","2.1753","2.1753","2.1753"
"5930","2.5521","2.5521","2.5521","2.1829","2.1829","2.1829","3.0287","3.0287","3.0287","","","","2.0662","2.0662","2.0662","2.1764","2.1764","2.1764"
